id,competencia,fecha,tipo_registro,estatus,tipo_victima,sexo,materia
5691,Federal,2021-05-05,Fud,Folio Asignado,Directa,Hombre,Delito
5692,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Delito
5693,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Delito
5694,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Delito
5695,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Delito
5696,Federal,2021-05-05,Fud,Folio Asignado,Directa,Hombre,Delito
5697,Federal,2021-05-05,Fud,Folio Asignado,Directa,Mujer,Delito
5698,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Hombre,Delito
5699,Federal,2021-04-16,Fud,Folio Asignado,Directa,Hombre,Delito
5700,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Mujer,Delito
5701,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Mujer,Delito
5702,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Mujer,Delito
5703,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Hombre,Delito
5704,Federal,2021-04-16,Fud,Folio Asignado,Directa,Hombre,Delito
5705,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Mujer,Delito
5706,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Hombre,Delito
5707,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Mujer,Delito
5708,Federal,2021-04-16,Fud,Folio Asignado,Indirecta,Hombre,Delito
5709,Federal,2021-04-07,Fud,Folio Asignado,Directa,Mujer,Delito
5710,Federal,2021-10-11,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5711,Federal,2021-10-11,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5712,Federal,2021-10-11,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5713,Federal,2022-02-25,Fud,Folio Asignado,Directa,Hombre,Ambas
5714,Federal,2021-05-31,Fud,Folio Asignado,Directa,Mujer,Violaciones
5715,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5716,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5717,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5718,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5719,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5720,Federal,2022-02-25,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5721,Federal,2021-04-22,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5722,Federal,2021-04-22,Fud,Folio Asignado,Indirecta,Hombre,Ambas
5723,Federal,2021-04-15,Fud,Folio Asignado,Directa,Mujer,Delito
5724,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5725,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
5726,Federal,2021-04-15,Fud,Folio Asignado,Directa,Hombre,Ambas
5727,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5728,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5729,Federal,2021-04-15,Fud,Folio Asignado,Directa,Mujer,Delito
5730,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5731,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5732,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5733,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
5734,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5735,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5736,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
5737,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5738,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5739,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
5740,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
5741,Federal,2021-04-15,Fud,Folio Asignado,Directa,Hombre,Delito
5742,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
5743,Federal,2021-04-16,Fud,Folio Asignado,Directa,Mujer,Delito
5744,Federal,2021-04-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
5745,Federal,2021-04-15,Fud,Folio Asignado,Directa,Hombre,Delito
5746,Federal,2021-04-15,Fud,Folio Asignado,Directa,Hombre,Delito
5747,Federal,2021-04-16,Fud,Folio Asignado,Directa,Mujer,Delito
5748,Federal,2021-04-16,Fud,Folio Asignado,Directa,Hombre,Delito
5749,Federal,2021-05-12,Fud,Folio Asignado,Directa,Hombre,Ambas
5750,Federal,2021-04-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
5751,Federal,2021-05-13,Fud,Folio Asignado,Directa,Mujer,Delito
5752,Federal,2021-07-19,Fud,Folio Asignado,Directa,Hombre,Delito
5753,Federal,2021-04-30,Fud,Folio Asignado,Directa,Mujer,Delito
5754,Federal,2021-07-19,Fud,Folio Asignado,Directa,Hombre,Delito
5755,Federal,2021-10-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
5756,Federal,2021-05-13,Fud,Folio Asignado,Directa,Mujer,Violaciones
5757,Federal,2021-05-13,Fud,Folio Asignado,Directa,Mujer,Violaciones
5758,Federal,2022-02-25,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5759,Federal,2021-04-26,Fud,Folio Asignado,Indirecta,Mujer,Delito
5760,Federal,2021-05-05,Fud,Folio Asignado,Directa,Hombre,Delito
5761,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Delito
5762,Federal,2021-04-30,Fud,Folio Asignado,Directa,Hombre,Delito
5763,Federal,2021-04-30,Fud,Folio Asignado,Directa,Mujer,Delito
5764,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
5765,Federal,2021-04-30,Fud,Folio Asignado,Directa,Hombre,Delito
5766,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5767,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5768,Federal,2023-09-27,Fud,Folio Asignado,Directa,Hombre,Ambas
5769,Federal,2021-04-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
5770,Federal,2021-05-13,Fud,Folio Asignado,Directa,Mujer,Violaciones
5771,Federal,2021-05-13,Fud,Folio Asignado,Directa,Mujer,Violaciones
5772,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Violaciones
5773,Federal,2021-04-30,Fud,Folio Asignado,Directa,Mujer,Delito
5774,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Hombre,Delito
5775,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
5776,Federal,2021-04-30,Fud,Folio Asignado,Directa,Hombre,Delito
5777,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
5778,Federal,2021-05-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
5779,Federal,2021-04-30,Fud,Folio Asignado,Directa,Hombre,Delito
5780,Federal,2023-02-23,Fud,Folio Asignado,Directa,Hombre,Delito
5781,Federal,2021-04-27,Fud,Folio Asignado,Directa,Mujer,Delito
5782,Federal,2021-04-30,Fud,Folio Asignado,Directa,Hombre,Delito
5783,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
5784,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
5785,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
5786,Federal,2021-04-30,Fud,Folio Asignado,Indirecta,Hombre,Delito
5787,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5788,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5789,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5790,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5791,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5792,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5793,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5794,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5795,Federal,2021-04-28,Fud,Folio Asignado,Directa,Hombre,Delito
5796,Federal,2021-04-28,Fud,Folio Asignado,Directa,Mujer,Ambas
5797,Federal,2021-04-28,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5798,Federal,2021-05-31,Fud,Folio Asignado,Directa,Mujer,Violaciones
5799,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5800,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5801,Federal,2021-04-30,Fud,Folio Asignado,Directa,Hombre,Violaciones
5802,Federal,2021-05-05,Fud,Folio Asignado,Directa,Hombre,Delito
5803,Federal,2021-05-05,Fud,Folio Asignado,Directa,Hombre,Delito
5804,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Hombre,Delito
5805,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Delito
5806,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Delito
5807,Federal,2021-04-30,Fud,Folio Asignado,Directa,Hombre,Violaciones
5808,Federal,2021-05-05,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5809,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5810,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5811,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5812,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5813,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5814,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5815,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5816,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5817,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Delito
5818,Federal,2021-05-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
5819,Federal,2021-05-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
5820,Federal,2021-05-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
5821,Federal,2021-05-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
5822,Federal,2021-05-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
5823,Federal,2021-05-18,Fud,Folio Asignado,Indirecta,Hombre,Delito
5824,Federal,2021-05-20,Fud,Folio Asignado,Directa,Mujer,Violaciones
5825,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5826,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5827,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5828,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5829,Federal,2021-05-20,Fud,Folio Asignado,Directa,Hombre,Violaciones
5830,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5831,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5832,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5833,Federal,2021-05-20,Fud,Folio Asignado,Directa,Hombre,Delito
5834,Federal,2021-05-20,Fud,Folio Asignado,Directa,Hombre,Delito
5835,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
5836,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
5837,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
5838,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
5839,Federal,2021-05-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
5840,Federal,2021-10-18,Fud,Folio Asignado,Indirecta,Hombre,Delito
5841,Federal,2021-10-18,Fud,Folio Asignado,Indirecta,Mujer,Delito
5842,Federal,2021-05-18,Fud,Folio Asignado,Directa,Hombre,Ambas
5843,Federal,2024-05-14,Fud,Folio Asignado,Indirecta,Mujer,Delito
5844,Federal,2021-06-16,Fud,Folio Asignado,Directa,Hombre,Violaciones
5845,Federal,2021-06-16,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5846,Federal,2021-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5847,Federal,2021-06-01,Fud,Folio Asignado,Indirecta,Hombre,Delito
5848,Federal,2021-06-01,Fud,Folio Asignado,Indirecta,Mujer,Delito
5849,Federal,2021-06-01,Fud,Folio Asignado,Directa,Mujer,Delito
5850,Federal,2021-05-31,Fud,Folio Asignado,Directa,Hombre,Delito
5851,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Hombre,Delito
5852,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Delito
5853,Federal,2021-05-31,Fud,Folio Asignado,Directa,Hombre,Delito
5854,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Delito
5855,Federal,2021-05-31,Fud,Folio Asignado,Directa,Hombre,Delito
5856,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Delito
5857,Federal,2021-05-31,Fud,Folio Asignado,Directa,Hombre,Delito
5858,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Delito
5859,Federal,2021-05-31,Fud,Folio Asignado,Directa,Hombre,Delito
5860,Federal,2021-05-31,Fud,Folio Asignado,Indirecta,Mujer,Delito
5861,Federal,2021-05-24,Fud,Folio Asignado,Directa,Hombre,Delito
5862,Federal,2021-05-24,Fud,Folio Asignado,Directa,Hombre,Delito
5863,Federal,2018-06-08,Fud,Folio Asignado,Directa,Mujer,Ambas
5864,Federal,2018-06-08,Fud,Folio Asignado,Directa,Mujer,Ambas
5865,Federal,2018-06-08,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5866,Federal,2018-06-20,Fud,Folio Asignado,Directa,Mujer,Ambas
5867,Federal,2018-06-20,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5868,Federal,2018-06-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
5869,Federal,2018-06-20,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
5870,Federal,2018-06-20,Fud,Folio Asignado,Directa,Mujer,Delito
5871,Federal,2018-06-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
5872,Federal,2018-06-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
5873,Federal,2018-06-28,Fud,Folio Asignado,Directa,Mujer,Delito
5874,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
5875,Federal,2018-06-28,Fud,Folio Asignado,Directa,Hombre,Delito
5876,Federal,2018-06-28,Fud,Folio Asignado,Directa,Mujer,Delito
5877,Federal,2018-06-28,Fud,Folio Asignado,Directa,Hombre,Delito
5878,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
5879,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5880,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5881,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5882,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5883,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5884,Federal,2018-06-28,Fud,Folio Asignado,Directa,Hombre,Ambas
5885,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5886,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5887,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5888,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
5889,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
5890,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
5891,Federal,2018-06-28,Fud,Folio Asignado,Directa,Hombre,Delito
5892,Federal,2018-06-28,Fud,Folio Asignado,Directa,Hombre,Delito
5893,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5894,Federal,2018-06-22,Fud,Folio Asignado,Directa,Hombre,Violaciones
5895,Federal,2018-06-22,Fud,Folio Asignado,Directa,Hombre,Violaciones
5896,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5897,Federal,2018-06-22,Fud,Folio Asignado,Directa,Hombre,Violaciones
5898,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5899,Federal,2018-06-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
5900,Federal,2018-07-09,Fud,Folio Asignado,Indirecta,Hombre,Delito
5901,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5902,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5903,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5904,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5905,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5906,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5907,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5908,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5909,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5910,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5911,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5912,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5913,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5914,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5915,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
5916,Federal,2018-06-22,Fud,Folio Asignado,Indirecta,Hombre,Delito
5917,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5918,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5919,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5920,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5921,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5922,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Hombre,Ambas
5923,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5924,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5925,Federal,2024-08-05,Fud,Folio Asignado,Indirecta,Hombre,Ambas
5926,Federal,2024-08-05,Fud,Folio Asignado,Indirecta,Hombre,Ambas
5927,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5928,Federal,2023-04-04,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5929,Federal,2023-04-04,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5930,Federal,2023-04-04,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5931,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5932,Federal,2024-08-05,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5933,Federal,2023-08-08,Fud,Folio Asignado,Indirecta,Mujer,Ambas
5934,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5935,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Hombre,Delito
5936,Federal,2023-03-02,Fud,Folio Asignado,Indirecta,Hombre,Delito
5937,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
5938,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
5939,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
5940,Federal,2023-03-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
5941,Federal,2023-03-21,Fud,Folio Asignado,Directa,Mujer,Violaciones
5942,Federal,2023-03-21,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5943,Federal,2023-03-21,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5944,Federal,2023-03-21,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
5945,Federal,2023-03-21,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5946,Federal,2024-06-04,Fud,Folio Asignado,Directa,Hombre,Delito
5947,Federal,2024-06-04,Fud,Folio Asignado,Indirecta,Mujer,Delito
5948,Federal,2023-05-11,Fud,Folio Asignado,Directa,Hombre,Delito
5949,Federal,2023-05-16,Fud,Folio Asignado,Indirecta,Hombre,Delito
5950,Federal,2023-05-08,Fud,Folio Asignado,Directa,Hombre,Delito
5951,Federal,2023-05-08,Fud,Folio Asignado,Indirecta,Mujer,Delito
5952,Federal,2023-05-08,Fud,Folio Asignado,Indirecta,Hombre,Delito
5953,Federal,2023-05-08,Fud,Folio Asignado,Indirecta,Mujer,Delito
5954,Federal,2023-06-28,Fud,Folio Asignado,Directa,Hombre,Delito
5955,Federal,2023-05-04,Fud,Folio Asignado,Indirecta,Hombre,Delito
5956,Federal,2023-05-04,Fud,Folio Asignado,Indirecta,Mujer,Delito
5957,Federal,2023-05-08,Fud,Folio Asignado,Directa,Hombre,Violaciones
5958,Federal,2023-01-18,Fud,Folio Asignado,Directa,Mujer,Violaciones
5959,Federal,2023-03-13,Fud,Folio Asignado,Directa,Hombre,Delito
5960,Federal,2024-02-22,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
5961,Federal,2023-03-02,Fud,Folio Asignado,Directa,Mujer,Violaciones
5962,Federal,2023-08-01,Fud,Folio Asignado,Directa,Hombre,Delito
5963,Federal,2023-02-15,Fud,Folio Asignado,Directa,Hombre,Delito
5964,Federal,2023-02-15,Fud,Folio Asignado,Directa,Hombre,Delito
5965,Federal,2023-07-20,Fud,Folio Asignado,Directa,Hombre,Violaciones
5966,Federal,2023-05-24,Fud,Folio Asignado,Directa,Hombre,Violaciones
5967,Federal,2023-05-24,Fud,Folio Asignado,Directa,Hombre,Violaciones
5968,Federal,2018-07-27,Fud,Folio Asignado,Directa,Hombre,En Analisis
5969,Federal,2018-07-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
5970,Federal,2018-07-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
5971,Federal,2018-07-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
5972,Federal,2018-07-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
5973,Federal,2018-07-25,Fud,Folio Asignado,Directa,Mujer,Delito
5974,Federal,2018-07-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
5975,Federal,2018-07-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
5976,Federal,2018-07-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
5977,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,Delito
5978,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,Delito
5979,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,Delito
5980,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,Delito
5981,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,Delito
5982,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
5983,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
5984,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
5985,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
5986,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
5987,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
5988,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
5989,Federal,2018-07-27,Fud,Folio Asignado,Directa,Hombre,Violaciones
5990,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5991,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5992,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5993,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5994,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5995,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5996,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5997,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
5998,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
5999,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
6000,Federal,2018-07-27,Fud,Folio Asignado,Directa,Hombre,Ambas
6001,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,Ambas
6002,Federal,2018-07-27,Fud,Folio Asignado,Directa,Mujer,En Analisis
6003,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
6004,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,Ambas
6005,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,Ambas
6006,Federal,2018-12-07,Fud,Folio Asignado,Directa,Mujer,Delito
6007,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,Delito
6008,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
6009,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
6010,Federal,2018-07-27,Fud,Folio Asignado,Indirecta,Mujer,Delito
6011,Federal,2018-07-27,Fud,Folio Asignado,Directa,Hombre,Delito
6012,Federal,2018-09-05,Fud,Folio Asignado,Indirecta,Mujer,Ambas
6013,Federal,2018-09-05,Fud,Folio Asignado,Directa,Hombre,Ambas
6014,Federal,2018-07-27,Fud,Folio Asignado,Directa,Hombre,Delito
6015,Federal,2018-07-27,Fud,Folio Asignado,Directa,Hombre,Delito
6016,Federal,2018-07-27,Fud,Folio Asignado,Directa,Hombre,Delito
6017,Federal,2018-07-26,Fud,Folio Asignado,Directa,Mujer,En Analisis
6018,Federal,2018-11-27,Fud,Folio Asignado,Indirecta,Hombre,Delito
6019,Federal,2018-07-26,Fud,Folio Asignado,Directa,Mujer,En Analisis
6020,Federal,2018-07-26,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
6021,Federal,2018-07-26,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
6022,Federal,2018-07-26,Fud,Folio Asignado,Directa,Mujer,En Analisis
6023,Federal,2018-07-26,Fud,Folio Asignado,Directa,Hombre,En Analisis
6024,Federal,2018-07-26,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
6025,Federal,2018-07-26,Fud,Folio Asignado,Directa,Mujer,En Analisis
6026,Federal,2018-07-26,Fud,Folio Asignado,Directa,Hombre,En Analisis
6027,Federal,2018-07-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
6028,Federal,2018-07-26,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
6029,Federal,2018-07-26,Fud,Folio Asignado,Directa,Mujer,En Analisis
6030,Federal,2018-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
6031,Federal,2018-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
