id,competencia,fecha,tipo_registro,estatus,tipo_victima,sexo,materia
22130,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22131,Federal,2018-11-14,Fud,Folio Asignado,Indirecta,Hombre,Delito
22132,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22133,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22134,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22135,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22136,Federal,2017-02-24,Fud,Folio Asignado,Indirecta,Mujer,Delito
22137,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22138,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22139,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22140,Federal,2016-11-28,Fud,Folio Asignado,Directa,Hombre,Delito
22141,Federal,2016-11-28,Fud,Folio Asignado,Directa,Hombre,Delito
22142,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22143,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22144,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22145,Federal,2016-11-28,Fud,Folio Asignado,Directa,Hombre,Delito
22146,Federal,2017-01-27,Fud,Folio Asignado,Indirecta,Mujer,Delito
22147,Federal,2017-01-27,Fud,Folio Asignado,Indirecta,Hombre,Delito
22148,Federal,2017-01-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22149,Federal,2016-11-07,Fud,Folio Asignado,Directa,Mujer,Delito
22150,Federal,2016-11-07,Fud,Folio Asignado,Indirecta,Hombre,Delito
22151,Federal,2019-06-25,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22152,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22153,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22154,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22155,Federal,2016-12-01,Fud,Folio Asignado,Indirecta,Hombre,Delito
22156,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22157,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22158,Federal,2016-11-28,Fud,Folio Asignado,Directa,Hombre,Delito
22159,Federal,2017-05-26,Fud,Folio Asignado,Indirecta,Hombre,Delito
22160,Federal,2017-05-26,Fud,Folio Asignado,Indirecta,Mujer,Delito
22161,Federal,2017-05-26,Fud,Folio Asignado,Indirecta,Hombre,Delito
22162,Federal,2017-05-26,Fud,Folio Asignado,Directa,Hombre,Delito
22163,Federal,2016-11-07,Fud,Folio Asignado,Directa,Hombre,Delito
22164,Federal,2016-11-07,Fud,Folio Asignado,Indirecta,Mujer,Delito
22165,Federal,2017-01-09,Fud,Folio Asignado,Indirecta,Hombre,Delito
22166,Federal,2016-11-07,Fud,Folio Asignado,Indirecta,Mujer,Delito
22167,Federal,2016-11-07,Fud,Folio Asignado,Directa,Hombre,Delito
22168,Federal,2016-11-07,Fud,Folio Asignado,Indirecta,Mujer,Delito
22169,Federal,2017-01-09,Fud,Folio Asignado,Indirecta,Mujer,Delito
22170,Federal,2017-01-09,Fud,Folio Asignado,Indirecta,Hombre,Delito
22171,Federal,2017-06-27,Fud,Folio Asignado,Indirecta,Hombre,Delito
22172,Federal,2017-03-30,Fud,Folio Asignado,Indirecta,Hombre,Delito
22173,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Mujer,Ambas
22174,Federal,2017-02-03,Fud,Folio Asignado,Directa,Hombre,Ambas
22175,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
22176,Federal,2017-02-03,Fud,Folio Asignado,Directa,Hombre,Ambas
22177,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
22178,Federal,2017-02-03,Fud,Folio Asignado,Directa,Hombre,Delito
22179,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
22180,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
22181,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
22182,Federal,2017-02-03,Fud,Folio Asignado,Directa,Hombre,Delito
22183,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
22184,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
22185,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
22186,Federal,2017-02-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
22187,Federal,2017-03-07,Fud,Folio Asignado,Directa,Hombre,Delito
22188,Federal,2017-03-07,Fud,Folio Asignado,Indirecta,Mujer,Delito
22189,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22190,Federal,2016-11-28,Fud,Folio Asignado,Directa,Hombre,Delito
22191,Federal,2017-03-07,Fud,Folio Asignado,Indirecta,Hombre,Delito
22192,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22193,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22194,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22195,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22196,Federal,2016-11-28,Fud,Folio Asignado,Directa,Hombre,Delito
22197,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Hombre,Delito
22198,Federal,2017-04-07,Fud,Folio Asignado,Indirecta,Mujer,Delito
22199,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22200,Federal,2016-11-28,Fud,Folio Asignado,Indirecta,Mujer,Delito
22201,Federal,2016-11-29,Fud,Folio Asignado,Directa,Hombre,Delito
22202,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
22203,Federal,2016-12-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
22204,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
22205,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
22206,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
22207,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
22208,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
22209,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Hombre,Delito
22210,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
22211,Federal,2016-11-29,Fud,Folio Asignado,Directa,Hombre,Delito
22212,Federal,2016-11-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
22213,Federal,2017-05-09,Fud,Folio Asignado,Directa,Mujer,Delito
22214,Federal,2016-11-22,Fud,Folio Asignado,Indirecta,Mujer,Delito
22215,Federal,2016-11-22,Fud,Folio Asignado,Directa,Hombre,Delito
22216,Federal,2017-04-10,Fud,Folio Asignado,Indirecta,Mujer,Delito
22217,Federal,2016-12-06,Fud,Folio Asignado,Directa,Hombre,Delito
22218,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Mujer,Delito
22219,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Hombre,Delito
22220,Federal,2016-12-15,Fud,Folio Asignado,Indirecta,Mujer,Delito
22221,Federal,2016-12-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
22222,Federal,2016-12-15,Fud,Folio Asignado,Indirecta,Hombre,Delito
22223,Federal,2016-12-06,Fud,Folio Asignado,Directa,Hombre,Delito
22224,Federal,2016-12-06,Fud,Folio Asignado,Directa,Hombre,Delito
22225,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Mujer,Delito
22226,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Hombre,Delito
22227,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Hombre,Delito
22228,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Mujer,Delito
22229,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Mujer,Delito
22230,Federal,2016-12-06,Fud,Folio Asignado,Directa,Hombre,Delito
22231,Federal,2016-12-12,Fud,Folio Asignado,Indirecta,Mujer,Delito
22232,Federal,2016-12-06,Fud,Folio Asignado,Indirecta,Hombre,Delito
22233,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22234,Federal,2017-09-18,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22235,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22236,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22237,Federal,2017-09-18,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22238,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22239,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22240,Federal,2017-09-18,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22241,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22242,Federal,2017-08-23,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22243,Federal,2017-09-18,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22244,Federal,2017-09-18,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22245,Federal,2017-09-18,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22246,Federal,2017-08-29,Fud,Folio Asignado,Directa,Hombre,En Analisis
22247,Federal,2017-08-29,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22248,Federal,2017-08-29,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22249,Federal,2017-08-29,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22250,Federal,2017-08-29,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22251,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22252,Federal,2017-09-30,Fud,Folio Asignado,Directa,Mujer,En Analisis
22253,Federal,2017-09-30,Fud,Folio Asignado,Directa,Hombre,En Analisis
22254,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22255,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22256,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22257,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22258,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22259,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22260,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22261,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22262,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22263,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22264,Federal,2017-08-24,Fud,Folio Asignado,Directa,Hombre,En Analisis
22265,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22266,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22267,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22268,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22269,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22270,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22271,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22272,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22273,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22274,Federal,2017-10-05,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22275,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22276,Federal,2017-09-30,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22277,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22278,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22279,Federal,2017-10-25,Fud,Folio Asignado,Directa,Mujer,Delito
22280,Federal,2017-10-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
22281,Federal,2017-08-28,Fud,Folio Asignado,Directa,Hombre,En Analisis
22282,Federal,2017-08-28,Fud,Folio Asignado,Directa,Mujer,En Analisis
22283,Federal,2017-08-28,Fud,Folio Asignado,Directa,Hombre,En Analisis
22284,Federal,2017-08-28,Fud,Folio Asignado,Directa,Mujer,En Analisis
22285,Federal,2017-08-28,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22286,Federal,2017-08-28,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22287,Federal,2017-08-25,Fud,Folio Asignado,Directa,Mujer,Violaciones
22288,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22289,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22290,Federal,2017-08-25,Fud,Folio Asignado,Directa,Mujer,En Analisis
22291,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22292,Federal,2017-09-01,Fud,Folio Asignado,Directa,Hombre,En Analisis
22293,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22294,Federal,2017-08-24,Fud,Folio Asignado,Directa,Hombre,En Analisis
22295,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22296,Federal,2017-08-24,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22297,Federal,2017-09-18,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22298,Federal,2017-08-25,Fud,Folio Asignado,Directa,Hombre,En Analisis
22299,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22300,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22301,Federal,2017-08-28,Fud,Folio Asignado,Directa,Mujer,En Analisis
22302,Federal,2017-08-28,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22303,Federal,2017-08-28,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22304,Federal,2017-08-25,Fud,Folio Asignado,Directa,Mujer,En Analisis
22305,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22306,Federal,2017-08-25,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22307,Federal,2020-03-03,Fud,Folio Asignado,Directa,Mujer,Delito
22308,Federal,2020-03-03,Fud,Folio Asignado,Directa,Mujer,Delito
22309,Federal,2020-03-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
22310,Federal,2020-03-03,Fud,Folio Asignado,Directa,Hombre,Delito
22311,Federal,2020-03-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
22312,Federal,2020-03-03,Fud,Folio Asignado,Indirecta,Hombre,Delito
22313,Federal,2020-03-03,Fud,Folio Asignado,Indirecta,Mujer,Delito
22314,Federal,2020-03-04,Fud,Folio Asignado,Directa,Hombre,Delito
22315,Federal,2020-03-04,Fud,Folio Asignado,Indirecta,Mujer,Delito
22316,Federal,2020-03-04,Fud,Folio Asignado,Indirecta,Mujer,Delito
22317,Federal,2020-03-04,Fud,Folio Asignado,Indirecta,Hombre,Delito
22318,Federal,2020-03-04,Fud,Folio Asignado,Indirecta,Hombre,Delito
22319,Federal,2020-03-04,Fud,Folio Asignado,Directa,Hombre,Delito
22320,Federal,2020-03-04,Fud,Folio Asignado,Indirecta,Mujer,Delito
22321,Federal,2020-03-04,Fud,Folio Asignado,Indirecta,Mujer,Delito
22322,Federal,2020-03-19,Fud,Folio Asignado,Directa,Mujer,Delito
22323,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22324,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22325,Federal,2020-03-25,Fud,Folio Asignado,Directa,Hombre,Delito
22326,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
22327,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
22328,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22329,Federal,2020-03-17,Fud,Folio Asignado,Directa,Mujer,Delito
22330,Federal,2020-03-17,Fud,Folio Asignado,Directa,Hombre,Delito
22331,Federal,2020-03-17,Fud,Folio Asignado,Directa,Mujer,Delito
22332,Federal,2020-03-25,Fud,Folio Asignado,Directa,Hombre,Ambas
22333,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22334,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22335,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Ambas
22336,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22337,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22338,Federal,2020-03-25,Fud,Folio Asignado,Directa,Hombre,Ambas
22339,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
22340,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22341,Federal,2020-09-22,Fud,Folio Asignado,Directa,Hombre,Delito
22342,Federal,2020-03-17,Fud,Folio Asignado,Directa,Mujer,Delito
22343,Federal,2020-03-17,Fud,Folio Asignado,Directa,Hombre,Delito
22344,Federal,2020-03-17,Fud,Folio Asignado,Indirecta,Mujer,Delito
22345,Federal,2020-03-17,Fud,Folio Asignado,Directa,Hombre,Delito
22346,Federal,2020-03-17,Fud,Folio Asignado,Indirecta,Mujer,Delito
22347,Federal,2020-03-17,Fud,Folio Asignado,Indirecta,Mujer,Delito
22348,Federal,2020-03-17,Fud,Folio Asignado,Indirecta,Mujer,Delito
22349,Federal,2020-03-17,Fud,Folio Asignado,Indirecta,Hombre,Delito
22350,Federal,2020-03-17,Fud,Folio Asignado,Indirecta,Hombre,Delito
22351,Federal,2020-03-17,Fud,Folio Asignado,Directa,Hombre,Delito
22352,Federal,2020-03-17,Fud,Folio Asignado,Directa,Mujer,Delito
22353,Federal,2020-03-17,Fud,Folio Asignado,Directa,Hombre,Delito
22354,Federal,2020-03-25,Fud,Folio Asignado,Directa,Hombre,Delito
22355,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22356,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22357,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22358,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22359,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22360,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22361,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22362,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22363,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22364,Federal,2020-03-25,Fud,Folio Asignado,Directa,Mujer,Delito
22365,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Mujer,Delito
22366,Federal,2020-03-25,Fud,Folio Asignado,Indirecta,Hombre,Delito
22367,Federal,2020-03-25,Fud,Folio Asignado,Directa,Hombre,Violaciones
22368,Federal,2020-03-25,Fud,Folio Asignado,Directa,Hombre,Violaciones
22369,Federal,2020-03-25,Fud,Folio Asignado,Directa,Hombre,Delito
22370,Federal,2017-10-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
22371,Federal,2017-10-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
22372,Federal,2017-10-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
22373,Federal,2017-10-30,Fud,Folio Asignado,Indirecta,Mujer,Delito
22374,Federal,2017-08-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
22375,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22376,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22377,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22378,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22379,Federal,2017-08-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
22380,Federal,2017-08-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
22381,Federal,2017-08-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
22382,Federal,2017-08-31,Fud,Folio Asignado,Directa,Hombre,Delito
22383,Federal,2017-08-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
22384,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22385,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22386,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22387,Federal,2017-08-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
22388,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22389,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22390,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22391,Federal,2017-08-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
22392,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22393,Federal,2017-08-31,Fud,Folio Asignado,Directa,Mujer,En Analisis
22394,Federal,2017-08-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
22395,Federal,2017-08-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
22396,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22397,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22398,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22399,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22400,Federal,2017-08-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
22401,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22402,Federal,2017-08-31,Fud,Folio Asignado,Directa,Hombre,En Analisis
22403,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
22404,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22405,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22406,Federal,2017-08-31,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22407,Federal,2017-09-04,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22408,Federal,2017-09-04,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22409,Federal,2017-09-05,Fud,Folio Asignado,Directa,Mujer,En Analisis
22410,Federal,2017-09-26,Fud,Folio Asignado,Directa,Hombre,En Analisis
22411,Federal,2017-09-26,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22412,Federal,2017-09-26,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22413,Federal,2017-09-26,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22414,Federal,2017-09-26,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22415,Federal,2017-09-26,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22416,Federal,2017-09-26,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22417,Federal,2017-09-29,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22418,Federal,2017-09-29,Fud,Folio Asignado,Indirecta,Mujer,Delito
22419,Federal,2017-09-27,Fud,Folio Asignado,Directa,Hombre,En Analisis
22420,Federal,2017-09-27,Fud,Folio Asignado,Directa,Hombre,Delito
22421,Federal,2017-09-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22422,Federal,2017-09-27,Fud,Folio Asignado,Directa,Hombre,En Analisis
22423,Federal,2017-09-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22424,Federal,2017-09-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22425,Federal,2017-09-27,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22426,Federal,2017-09-29,Fud,Folio Asignado,Directa,Hombre,En Analisis
22427,Federal,2017-09-27,Fud,Folio Asignado,Indirecta,Hombre,En Analisis
22428,Federal,2017-09-13,Fud,Folio Asignado,Directa,Hombre,En Analisis
22429,Federal,2017-09-13,Fud,Folio Asignado,Indirecta,Mujer,En Analisis
22430,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Violaciones
22431,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
22432,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Ambas
22433,Federal,2020-04-27,Fud,Folio Asignado,Indirecta,Mujer,Delito
22434,Federal,2020-11-18,Fud,Folio Asignado,Directa,Hombre,Violaciones
22435,Federal,2020-11-18,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
22436,Federal,2020-11-18,Fud,Folio Asignado,Indirecta,Mujer,Violaciones
22437,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Ambas
22438,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Ambas
22439,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Ambas
22440,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22441,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Delito
22442,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22443,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22444,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22445,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Delito
22446,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22447,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22448,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22449,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22450,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Delito
22451,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22452,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22453,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22454,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22455,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22456,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22457,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Delito
22458,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22459,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22460,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22461,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Delito
22462,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Hombre,Delito
22463,Federal,2021-05-05,Fud,Folio Asignado,Directa,Mujer,Violaciones
22464,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22465,Federal,2020-04-20,Fud,Folio Asignado,Indirecta,Mujer,Delito
22466,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Delito
22467,Federal,2020-04-20,Fud,Folio Asignado,Directa,Hombre,Delito
